"tipo_objeto","objeto","tabela","classificacao","destino_ou_acao","justificativa"
"constraint","recursos_produtivos.recursos_produtivos_empresa_id_fkey","recursos_produtivos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","recursos_produtivos.recursos_produtivos_grupo_id_fkey","recursos_produtivos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","recursos_produtivos.recursos_produtivos_pkey","recursos_produtivos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","recursos_produtivos.recursos_produtivos_tecnologia_aplicada_id_fkey","recursos_produtivos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicao_compra_itens.requisicao_compra_itens_created_by_fkey","requisicao_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicao_compra_itens.requisicao_compra_itens_deleted_by_fkey","requisicao_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicao_compra_itens.requisicao_compra_itens_empresa_id_fkey","requisicao_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicao_compra_itens.requisicao_compra_itens_materia_prima_id_fkey","requisicao_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicao_compra_itens.requisicao_compra_itens_pkey","requisicao_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicao_compra_itens.requisicao_compra_itens_quantidade_chk","requisicao_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicao_compra_itens.requisicao_compra_itens_requisicao_compra_id_fkey","requisicao_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicao_compra_itens.requisicao_compra_itens_unidade_chk","requisicao_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicoes_compra.requisicoes_compra_created_by_fkey","requisicoes_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicoes_compra.requisicoes_compra_deleted_by_fkey","requisicoes_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicoes_compra.requisicoes_compra_empresa_id_fkey","requisicoes_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicoes_compra.requisicoes_compra_numero_empresa_uniq","requisicoes_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicoes_compra.requisicoes_compra_of_id_fkey","requisicoes_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicoes_compra.requisicoes_compra_pkey","requisicoes_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicoes_compra.requisicoes_compra_projeto_id_fkey","requisicoes_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","requisicoes_compra.requisicoes_compra_status_chk","requisicoes_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","tecnologias_aplicadas.tecnologias_aplicadas_created_by_fkey","tecnologias_aplicadas","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","tecnologias_aplicadas.tecnologias_aplicadas_deleted_by_fkey","tecnologias_aplicadas","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","tecnologias_aplicadas.tecnologias_aplicadas_empresa_id_fkey","tecnologias_aplicadas","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","tecnologias_aplicadas.tecnologias_aplicadas_pkey","tecnologias_aplicadas","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","usuarios.usuarios_email_key","usuarios","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","usuarios.usuarios_empresa_id_fkey","usuarios","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","usuarios.usuarios_id_fkey","usuarios","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","usuarios.usuarios_pkey","usuarios","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"indice","bom_itens.bom_itens_bom_id_idx","bom_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","bom_itens.bom_itens_componente_produto_id_idx","bom_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","bom_itens.bom_itens_materia_prima_id_idx","bom_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","bom_itens.bom_itens_pkey","bom_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","boms.boms_pkey","boms","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","boms.boms_produto_versao_uniq","boms","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_ativo_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_cidade_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_cnpj_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_created_at_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_created_by_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_deleted_at_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_deleted_by_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_email_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_empresa_ativo_deleted_at_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_empresa_codigo_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_empresa_deleted_at_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_empresa_id_ativo_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_empresa_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_empresa_updated_at_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_nome_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_pkey","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","clientes.clientes_updated_at_idx","clientes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","consumos_internos.consumos_internos_empresa_data_idx","consumos_internos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","consumos_internos.consumos_internos_material_idx","consumos_internos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","consumos_internos.consumos_internos_of_id_idx","consumos_internos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","consumos_internos.consumos_internos_of_numero_idx","consumos_internos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","consumos_internos.consumos_internos_pkey","consumos_internos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","consumos_internos.consumos_internos_projeto_idx","consumos_internos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","credenciais.credenciais_pkey","credenciais","REMOVER","eliminar com a tabela","Recriar após constraints e padrões de acesso definitivos"
"indice","credenciais.credenciais_usuario_responsavel_idx","credenciais","REMOVER","eliminar com a tabela","Recriar após constraints e padrões de acesso definitivos"
"indice","empresas.empresas_ativo_idx","empresas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","empresas.empresas_codigo_key","empresas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","empresas.empresas_created_by_idx","empresas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","empresas.empresas_pkey","empresas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","empresas.empresas_slug_key","empresas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","estoque_movimentacoes.estoque_movimentacoes_empresa_material_idx","estoque_movimentacoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","estoque_movimentacoes.estoque_movimentacoes_of_id_idx","estoque_movimentacoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","estoque_movimentacoes.estoque_movimentacoes_of_numero_idx","estoque_movimentacoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","estoque_movimentacoes.estoque_movimentacoes_pkey","estoque_movimentacoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","estoque_movimentacoes.estoque_movimentacoes_projeto_idx","estoque_movimentacoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","estoque_saldos.estoque_saldos_empresa_material_idx","estoque_saldos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","estoque_saldos.estoque_saldos_material_local_uniq","estoque_saldos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","estoque_saldos.estoque_saldos_pkey","estoque_saldos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","fornecedores.fornecedores_empresa_cnpj_idx","fornecedores","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","fornecedores.fornecedores_empresa_idx","fornecedores","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","fornecedores.fornecedores_empresa_nome_idx","fornecedores","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","fornecedores.fornecedores_pkey","fornecedores","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_ativo_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_codigo_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_created_by_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_deleted_at_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_deleted_by_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_empresa_ativo_deleted_at_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_empresa_codigo_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_empresa_codigo_unique_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_empresa_id_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_empresa_setor_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_empresa_updated_at_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_pkey","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_setor_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_tecnologia_aplicada_id_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","funcionarios.funcionarios_updated_at_idx","funcionarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_ativo_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_capacidade_total_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_codigo_key","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_created_by_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_deleted_at_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_deleted_by_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_disponibilidade_atual_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_empresa_ativo_deleted_at_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_empresa_codigo_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_empresa_deleted_at_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_empresa_updated_at_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_nome_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_pkey","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_setor_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","grupos_recursos.grupos_recursos_updated_at_idx","grupos_recursos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_ativo_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_codigo_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_deleted_at_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_empresa_ativo_deleted_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_empresa_codigo_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_empresa_codigo_unique_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_empresa_id_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_empresa_tipo_item_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_pkey","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_tipo_item_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_unidade_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","itens_industriais.itens_industriais_updated_at_idx","itens_industriais","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","materias_primas.materias_primas_codigo_empresa_uniq","materias_primas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","materias_primas.materias_primas_codigo_idx","materias_primas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","materias_primas.materias_primas_descricao_idx","materias_primas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","materias_primas.materias_primas_empresa_id_idx","materias_primas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","materias_primas.materias_primas_pkey","materias_primas","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_ativo_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_created_at_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_deleted_at_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_documento_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_empresa_ativo_deleted_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_empresa_created_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_empresa_id_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_empresa_item_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_empresa_tipo_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_empresa_valor_total_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_item_id_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_pkey","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_tipo_movimento_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_updated_at_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","movimentacoes_estoque.movimentacoes_estoque_valor_total_idx","movimentacoes_estoque","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","numeracao_configuracoes.numeracao_configuracoes_empresa_entidade_unique","numeracao_configuracoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","numeracao_configuracoes.numeracao_configuracoes_empresa_id_idx","numeracao_configuracoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","numeracao_configuracoes.numeracao_configuracoes_entidade_idx","numeracao_configuracoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","numeracao_configuracoes.numeracao_configuracoes_pkey","numeracao_configuracoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","ordens_fabricacao.ordens_fabricacao_bom_idx","ordens_fabricacao","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","ordens_fabricacao.ordens_fabricacao_empresa_numero_idx","ordens_fabricacao","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","ordens_fabricacao.ordens_fabricacao_pkey","ordens_fabricacao","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","ordens_fabricacao.ordens_fabricacao_produto_idx","ordens_fabricacao","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","ordens_fabricacao.ordens_fabricacao_projeto_idx","ordens_fabricacao","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","ordens_fabricacao.ordens_fabricacao_projeto_item_idx","ordens_fabricacao","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","pedido_compra_itens.pedido_compra_itens_of_id_idx","pedido_compra_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","pedido_compra_itens.pedido_compra_itens_pedido_idx","pedido_compra_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","pedido_compra_itens.pedido_compra_itens_pkey","pedido_compra_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","pedidos_compra.pedidos_compra_empresa_status_idx","pedidos_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","pedidos_compra.pedidos_compra_of_id_idx","pedidos_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","pedidos_compra.pedidos_compra_pkey","pedidos_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","pedidos_compra.pedidos_compra_planejamento_idx","pedidos_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamento_compra_origens.planejamento_compra_origem_uniq","planejamento_compra_origens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamento_compra_origens.planejamento_compra_origens_incluir_idx","planejamento_compra_origens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamento_compra_origens.planejamento_compra_origens_of_id_idx","planejamento_compra_origens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamento_compra_origens.planejamento_compra_origens_of_idx","planejamento_compra_origens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamento_compra_origens.planejamento_compra_origens_pkey","planejamento_compra_origens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamento_compra_origens.planejamento_compra_origens_planejamento_idx","planejamento_compra_origens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamento_compra_origens.planejamento_compra_origens_requisicao_idx","planejamento_compra_origens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamentos_compra.planejamentos_compra_chave_industrial_idx","planejamentos_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamentos_compra.planejamentos_compra_empresa_status_idx","planejamentos_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamentos_compra.planejamentos_compra_material_idx","planejamentos_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamentos_compra.planejamentos_compra_modo_idx","planejamentos_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","planejamentos_compra.planejamentos_compra_pkey","planejamentos_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","producao_configuracoes.producao_configuracoes_empresa_id_idx","producao_configuracoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","producao_configuracoes.producao_configuracoes_empresa_unique","producao_configuracoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","producao_configuracoes.producao_configuracoes_pkey","producao_configuracoes","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
